id,case_url,title,judgementType,caseType,trialRound,judgementAbstract,caseNumber,judgementDate,publishDate,publishType,publishTypeText,court,reason,historicalJudgement,judges,proponents,opponents,opponentLawyers,proponentLawyers,otherLawyers
519e6a05-919b-4c2f-b157-755f8f257150,http://m.itslaw.com/mobile/judgements/judgement/519e6a05-919b-4c2f-b157-755f8f257150,桂林中辉科技发展公司与强生公司与中华人民共和国国家工商行政管理总局商标评审委员会其他申诉行政裁定书,裁定,行政,3,,（2015）知行字第221号,2015/11/30,2016/2/6,,,最高人民法院,行政裁决,,"['宋淑华', '徐卓斌', '李剑']",['桂林中辉科技发展有限公司'],['强生公司'],"['史玉生,北京市金杜律师事务所', '司义夏,北京市铸成律师事务所']",null,null
46a1617d-db83-4467-95d7-463a7649a1ad,http://m.itslaw.com/mobile/judgements/judgement/46a1617d-db83-4467-95d7-463a7649a1ad,杭州广兴房地产开发有限公司与杭州宏港贸易有限公司的合资、合作开发房地产合同纠纷申请再审民事裁定书,裁定,民事,3,,（2013）民申字第2391号,2014/7/17,2014/8/1,,,最高人民法院,合资、合作开发房地产合同纠纷,"{'judgementDate': '2013-07-18', 'title': '某乙公司与某甲公司一案二审民事判决书', 'trialRound': '2'}","['张帆', '金丽娟', '李伟']",['杭州广兴房地产开发有限公司'],['杭州宏港贸易有限公司'],"['唐国华,上海锦天城（杭州）律师事务所', '何蕴洁,上海锦天城（杭州）律师事务所']","['卜开明,北京市铸成律师事务所']",null
db9f6f5b-cf02-4e03-9339-2cf1a2d1d6e3,http://m.itslaw.com/mobile/judgements/judgement/db9f6f5b-cf02-4e03-9339-2cf1a2d1d6e3,桂林中辉科技发展有限公司与强生公司、国家工商行政管理总局商标评审委员会商标争议行政纠纷行政裁定书,裁定,行政,3,,（2015）知行字第221号,2015/11/23,2016/2/1,,,最高人民法院,行政裁决,"{'judgementDate': '2015-05-28', 'title': '国家工商行政管理总局商标评审委员会与强生公司其他二审行政判决书', 'trialRound': '2'}","['宋淑华', '徐卓斌', '李剑']",['桂林中辉科技发展有限公司'],['强生公司'],"['史玉生,北京市金杜律师事务所', '司义夏,北京市铸成律师事务所']",null,null
d56bc40d-c085-4342-9539-60b4a527ea3c,http://m.itslaw.com/mobile/judgements/judgement/d56bc40d-c085-4342-9539-60b4a527ea3c,中华人民共和国国家工商行政管理总局商标评审委员会与佳选企业服务公司一案审审行政判决书,判决,行政,3,,（2011）行提字第9号,2011/10/28,2015/8/22,,,最高人民法院,行政复议,"{'judgementDate': '2011-05-19', 'title': '中华人民共和国国家工商行政管理总局商标评审委员会与佳选企业服务公司一案审审行政裁定书', 'trialRound': '4'}","['殷少平', '周云川', '夏君丽']",['佳选企业服务公司'],['中华人民共和国国家工商行政管理总局商标评审委员会'],null,"['高岩,北京市铸成律师事务所', '王亭入,北京市铸成律师事务所']",null
6251e92c-6ed4-481b-bf6a-c2ee56194ecd,http://m.itslaw.com/mobile/judgements/judgement/6251e92c-6ed4-481b-bf6a-c2ee56194ecd,中华人民共和国国家工商行政管理总局商标评审委员会与佳选企业服务公司一案审审行政裁定书,裁定,行政,4,,（2011）知行字第6号,2011/5/19,2015/8/22,,,最高人民法院,行政复议,"{'judgementDate': '2011-10-28', 'title': '中华人民共和国国家工商行政管理总局商标评审委员会与佳选企业服务公司一案审审行政判决书', 'trialRound': '3'}",['王胜俊'],[],[],null,null,null
329badb2-1473-4d33-8379-6621af630690,http://m.itslaw.com/mobile/judgements/judgement/329badb2-1473-4d33-8379-6621af630690,科勒（中国）投资有限公司与浙江澳帝智能洁具有限公司侵害外观设计专利权纠纷一审民事裁定书,裁定,民事,1,,（2014）沈中民四初字第379号,2015/1/9,2017/3/30,,,沈阳市中级人民法院,侵害外观设计专利权纠纷,,"['崔婷', '邰越群', '吴松']",['科勒（中国）投资有限公司'],['浙江澳帝智能洁具有限公司'],null,null,null
3418da35-7f54-49d1-a73f-98e1da82f27c,http://m.itslaw.com/mobile/judgements/judgement/3418da35-7f54-49d1-a73f-98e1da82f27c,科勒（中国）投资有限公司与浙江澳帝智能洁具有限公司侵害外观设计专利权纠纷一审民事裁定书,裁定,民事,1,,（2014）沈中民四初字第379-2号,2015/6/17,2017/3/30,,,沈阳市中级人民法院,侵害外观设计专利权纠纷,,"['宋喆', '王时钰', '王英玉']",['科勒（中国）投资有限公司'],['浙江澳帝智能洁具有限公司'],null,null,null
8ba42151-7b08-42c8-92f8-c91a54143d23,http://m.itslaw.com/mobile/judgements/judgement/8ba42151-7b08-42c8-92f8-c91a54143d23,科勒公司诉赵桂香等侵犯注册商标专用权、不正当竞争纠纷案,判决,民事,1,,（2007）沈民四知初字第97号,2008/1/7,2016/2/1,,,沈阳市中级人民法院,不正当竞争纠纷,,"['马越飞', '王晓航', '王晶']",['KOHLER CO.（科勒公司）'],"['赵桂香', '佛山市顺德区容桂科乐厨具有限公司']","['饶德和,广东海迪森律师事务所', '饶德和,广东海迪森律师事务所', '伍玉林,广东海迪森律师事务所']","['朱颖莹,北京市铸成律师事务所', '汪玉璇,北京市铸成律师事务所']",null
3822cc28-ddd5-41e7-a40f-6829f22dc3e1,http://m.itslaw.com/mobile/judgements/judgement/3822cc28-ddd5-41e7-a40f-6829f22dc3e1,季宁与S一案一审民事调解书,调解,民事,1,,（2009）浙甬知初字第142号,2009/12/15,2016/4/22,,,宁波市中级人民法院,因申请诉前停止侵害注册商标专用权损害责任纠纷,,"['毛明强', '陈贤军', '宋妍']",['S'],['季宁'],"['周杰,浙江百铭律师事务所', '陆黛霞,浙江百铭律师事务所']",null,null
39b34efa-2d77-4bc3-8f8b-f7847ad4dfd5,http://m.itslaw.com/mobile/judgements/judgement/39b34efa-2d77-4bc3-8f8b-f7847ad4dfd5,S与S一案一审民事调解书,调解,民事,1,,（2009）浙甬知初字第143号,2009/12/15,2016/4/22,,,宁波市中级人民法院,因申请诉前停止侵害注册商标专用权损害责任纠纷,,"['毛明强', '陈贤军', '宋妍']",['S'],['季宁'],"['周杰,浙江百铭律师事务所', '陆黛霞,浙江百铭律师事务所']",null,null
